user_id,experiment_id,group,enter_time,experiment_version
U000132,EXP_FINISH_PAGE_001,control,2026-06-21 13:00:00,v1
U000133,EXP_FINISH_PAGE_001,treatment,2026-05-15 17:00:00,v1
U000134,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000135,EXP_FINISH_PAGE_001,control,2026-06-26 21:00:00,v1
U000136,EXP_FINISH_PAGE_001,control,2026-05-26 18:00:00,v1
U000137,EXP_FINISH_PAGE_001,treatment,2026-06-18 16:00:00,v1
U000138,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000139,EXP_FINISH_PAGE_001,control,2026-06-01 17:00:00,v1
U000140,EXP_FINISH_PAGE_001,treatment,2026-06-03 17:00:00,v1
U000141,EXP_FINISH_PAGE_001,control,2026-05-28 08:00:00,v1
U000142,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000143,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000144,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000145,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000146,EXP_FINISH_PAGE_001,treatment,2026-05-26 18:00:00,v1
U000147,EXP_FINISH_PAGE_001,treatment,2026-06-17 17:00:00,v1
U000148,EXP_FINISH_PAGE_001,treatment,2026-06-25 15:00:00,v1
U000149,EXP_FINISH_PAGE_001,control,2026-06-06 21:00:00,v1
U000150,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000151,EXP_FINISH_PAGE_001,treatment,2026-06-04 12:00:00,v1
U000152,EXP_FINISH_PAGE_001,control,2026-06-09 12:00:00,v1
U000153,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000154,EXP_FINISH_PAGE_001,treatment,2026-06-09 18:00:00,v1
U000155,EXP_FINISH_PAGE_001,control,2026-05-27 09:00:00,v1
U000156,EXP_FINISH_PAGE_001,treatment,2026-05-20 21:00:00,v1
U000157,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000158,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000159,EXP_FINISH_PAGE_001,treatment,2026-05-18 09:00:00,v1
U000160,EXP_FINISH_PAGE_001,control,2026-05-23 20:00:00,v1
U000161,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000162,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000163,EXP_FINISH_PAGE_001,control,2026-06-29 08:00:00,v1
U000164,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000165,EXP_FINISH_PAGE_001,control,2026-05-31 18:00:00,v1
U000166,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000167,EXP_FINISH_PAGE_001,control,2026-05-17 17:00:00,v1
U000168,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000169,EXP_FINISH_PAGE_001,control,2026-06-05 20:00:00,v1
U000170,EXP_FINISH_PAGE_001,treatment,2026-06-11 19:00:00,v1
U000171,EXP_FINISH_PAGE_001,control,2026-05-29 18:00:00,v1
U000172,EXP_FINISH_PAGE_001,treatment,2026-06-12 13:00:00,v1
U000173,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000174,EXP_FINISH_PAGE_001,treatment,2026-05-20 08:00:00,v1
U000175,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000176,EXP_FINISH_PAGE_001,control,2026-06-25 13:00:00,v1
U000177,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000178,EXP_FINISH_PAGE_001,treatment,2026-06-04 16:00:00,v1
U000179,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000180,EXP_FINISH_PAGE_001,control,2026-06-03 08:00:00,v1
U000181,EXP_FINISH_PAGE_001,control,2026-06-17 21:00:00,v1
U000182,EXP_FINISH_PAGE_001,treatment,2026-06-11 11:00:00,v1
U000183,EXP_FINISH_PAGE_001,treatment,2026-06-27 10:00:00,v1
U000184,EXP_FINISH_PAGE_001,control,2026-05-30 13:00:00,v1
U000185,EXP_FINISH_PAGE_001,treatment,2026-06-16 17:00:00,v1
U000186,EXP_FINISH_PAGE_001,treatment,2026-05-25 15:00:00,v1
U000187,EXP_FINISH_PAGE_001,treatment,2026-06-10 17:00:00,v1
U000188,EXP_FINISH_PAGE_001,treatment,2026-06-28 09:00:00,v1
U000189,EXP_FINISH_PAGE_001,treatment,2026-05-23 13:00:00,v1
U000190,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000191,EXP_FINISH_PAGE_001,control,2026-06-12 09:00:00,v1
U000192,EXP_FINISH_PAGE_001,control,2026-06-20 13:00:00,v1
U000193,EXP_FINISH_PAGE_001,treatment,2026-06-06 19:00:00,v1
U000194,EXP_FINISH_PAGE_001,treatment,2026-06-12 10:00:00,v1
U000195,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000196,EXP_FINISH_PAGE_001,treatment,2026-06-05 14:00:00,v1
U000197,EXP_FINISH_PAGE_001,control,2026-06-19 20:00:00,v1
U000198,EXP_FINISH_PAGE_001,treatment,2026-06-21 14:00:00,v1
U000199,EXP_FINISH_PAGE_001,control,2026-06-27 10:00:00,v1
U000200,EXP_FINISH_PAGE_001,treatment,2026-05-22 15:00:00,v1
U000201,EXP_FINISH_PAGE_001,treatment,2026-05-20 16:00:00,v1
U000202,EXP_FINISH_PAGE_001,control,2026-05-30 08:00:00,v1
U000203,EXP_FINISH_PAGE_001,control,2026-06-04 21:00:00,v1
U000204,EXP_FINISH_PAGE_001,treatment,2026-05-30 16:00:00,v1
U000205,EXP_FINISH_PAGE_001,control,2026-06-06 18:00:00,v1
U000206,EXP_FINISH_PAGE_001,control,2026-06-05 09:00:00,v1
U000207,EXP_FINISH_PAGE_001,treatment,2026-05-19 15:00:00,v1
U000208,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000209,EXP_FINISH_PAGE_001,treatment,2026-06-29 18:00:00,v1
U000210,EXP_FINISH_PAGE_001,control,2026-05-29 19:00:00,v1
U000211,EXP_FINISH_PAGE_001,treatment,2026-06-22 09:00:00,v1
U000212,EXP_FINISH_PAGE_001,control,2026-06-12 14:00:00,v1
U000213,EXP_FINISH_PAGE_001,control,2026-06-16 10:00:00,v1
U000214,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000215,EXP_FINISH_PAGE_001,treatment,2026-05-15 15:00:00,v1
U000216,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000217,EXP_FINISH_PAGE_001,control,2026-06-24 16:00:00,v1
U000218,EXP_FINISH_PAGE_001,treatment,2026-05-20 14:00:00,v1
U000219,EXP_FINISH_PAGE_001,control,2026-05-22 11:00:00,v1
U000220,EXP_FINISH_PAGE_001,treatment,2026-06-20 15:00:00,v1
U000221,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000222,EXP_FINISH_PAGE_001,treatment,2026-05-27 11:00:00,v1
U000223,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000224,EXP_FINISH_PAGE_001,control,2026-06-14 11:00:00,v1
U000225,EXP_FINISH_PAGE_001,control,2026-06-19 19:00:00,v1
U000226,EXP_FINISH_PAGE_001,control,2026-05-21 11:00:00,v1
U000227,EXP_FINISH_PAGE_001,treatment,2026-05-24 13:00:00,v1
U000228,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000229,EXP_FINISH_PAGE_001,control,2026-06-14 17:00:00,v1
U000230,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000231,EXP_FINISH_PAGE_001,treatment,2026-06-03 11:00:00,v1
U000232,EXP_FINISH_PAGE_001,control,2026-06-14 21:00:00,v1
U000233,EXP_FINISH_PAGE_001,control,2026-06-10 12:00:00,v1
U000234,EXP_FINISH_PAGE_001,treatment,2026-06-16 12:00:00,v1
U000235,EXP_FINISH_PAGE_001,treatment,2026-05-31 15:00:00,v1
U000236,EXP_FINISH_PAGE_001,control,2026-06-24 08:00:00,v1
U000237,EXP_FINISH_PAGE_001,control,2026-06-14 16:00:00,v1
U000238,EXP_FINISH_PAGE_001,control,2026-06-28 17:00:00,v1
U000239,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000240,EXP_FINISH_PAGE_001,treatment,2026-06-26 17:00:00,v1
U000241,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000242,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000243,EXP_FINISH_PAGE_001,control,2026-06-07 12:00:00,v1
U000244,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000245,EXP_FINISH_PAGE_001,treatment,2026-05-26 12:00:00,v1
U000246,EXP_FINISH_PAGE_001,treatment,2026-06-07 17:00:00,v1
U000247,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000248,EXP_FINISH_PAGE_001,control,2026-05-22 08:00:00,v1
U000249,EXP_FINISH_PAGE_001,control,2026-05-27 20:00:00,v1
U000250,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000251,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000252,EXP_FINISH_PAGE_001,control,2026-05-18 17:00:00,v1
U000253,EXP_FINISH_PAGE_001,control,2026-05-15 12:00:00,v1
U000254,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000255,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000256,EXP_FINISH_PAGE_001,treatment,2026-06-13 19:00:00,v1
U000257,EXP_FINISH_PAGE_001,treatment,2026-05-25 12:00:00,v1
U000258,EXP_FINISH_PAGE_001,treatment,2026-06-11 12:00:00,v1
U000259,EXP_FINISH_PAGE_001,control,2026-06-03 14:00:00,v1
U000260,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000261,EXP_FINISH_PAGE_001,treatment,2026-06-26 17:00:00,v1
U000262,EXP_FINISH_PAGE_001,control,2026-06-23 09:00:00,v1
U000263,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000264,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000265,EXP_FINISH_PAGE_001,control,2026-06-13 11:00:00,v1
U000266,EXP_FINISH_PAGE_001,treatment,2026-06-14 21:00:00,v1
U000267,EXP_FINISH_PAGE_001,control,2026-05-17 19:00:00,v1
U000268,EXP_FINISH_PAGE_001,treatment,2026-06-13 21:00:00,v1
U000269,EXP_FINISH_PAGE_001,treatment,2026-05-15 15:00:00,v1
U000270,EXP_FINISH_PAGE_001,treatment,2026-05-22 09:00:00,v1
U000271,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000272,EXP_FINISH_PAGE_001,control,2026-06-09 12:00:00,v1
U000273,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000274,EXP_FINISH_PAGE_001,control,2026-05-17 09:00:00,v1
U000275,EXP_FINISH_PAGE_001,control,2026-05-27 19:00:00,v1
U000276,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000277,EXP_FINISH_PAGE_001,treatment,2026-06-10 18:00:00,v1
U000278,EXP_FINISH_PAGE_001,control,2026-06-19 19:00:00,v1
U000279,EXP_FINISH_PAGE_001,control,2026-06-13 13:00:00,v1
U000280,EXP_FINISH_PAGE_001,treatment,2026-06-28 21:00:00,v1
U000281,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000282,EXP_FINISH_PAGE_001,treatment,2026-05-15 14:00:00,v1
U000283,EXP_FINISH_PAGE_001,treatment,2026-06-28 19:00:00,v1
U000284,EXP_FINISH_PAGE_001,control,2026-05-16 21:00:00,v1
U000285,EXP_FINISH_PAGE_001,treatment,2026-06-23 14:00:00,v1
U000286,EXP_FINISH_PAGE_001,treatment,2026-06-22 11:00:00,v1
U000287,EXP_FINISH_PAGE_001,control,2026-05-17 21:00:00,v1
U000288,EXP_FINISH_PAGE_001,control,2026-05-19 13:00:00,v1
U000289,EXP_FINISH_PAGE_001,control,2026-06-18 15:00:00,v1
U000290,EXP_FINISH_PAGE_001,control,2026-05-31 09:00:00,v1
U000291,EXP_FINISH_PAGE_001,treatment,2026-06-11 20:00:00,v1
U000292,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000293,EXP_FINISH_PAGE_001,treatment,2026-05-22 16:00:00,v1
U000294,EXP_FINISH_PAGE_001,control,2026-06-10 21:00:00,v1
U000295,EXP_FINISH_PAGE_001,control,2026-06-20 19:00:00,v1
U000296,EXP_FINISH_PAGE_001,treatment,2026-05-24 18:00:00,v1
U000297,EXP_FINISH_PAGE_001,treatment,2026-05-26 10:00:00,v1
U000298,EXP_FINISH_PAGE_001,treatment,2026-05-24 15:00:00,v1
U000299,EXP_FINISH_PAGE_001,treatment,2026-06-25 16:00:00,v1
U000300,EXP_FINISH_PAGE_001,control,2026-05-19 15:00:00,v1
U000301,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000302,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000303,EXP_FINISH_PAGE_001,control,2026-06-02 10:00:00,v1
U000304,EXP_FINISH_PAGE_001,control,2026-06-29 09:00:00,v1
U000305,EXP_FINISH_PAGE_001,treatment,2026-06-04 20:00:00,v1
U000306,EXP_FINISH_PAGE_001,treatment,2026-06-12 13:00:00,v1
U000307,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000308,EXP_FINISH_PAGE_001,treatment,2026-06-27 17:00:00,v1
U000309,EXP_FINISH_PAGE_001,treatment,2026-06-06 13:00:00,v1
U000310,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000311,EXP_FINISH_PAGE_001,control,2026-06-16 19:00:00,v1
U000312,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000313,EXP_FINISH_PAGE_001,control,2026-05-18 08:00:00,v1
U000314,EXP_FINISH_PAGE_001,control,2026-06-27 08:00:00,v1
U000315,EXP_FINISH_PAGE_001,treatment,2026-06-26 19:00:00,v1
U000316,EXP_FINISH_PAGE_001,control,2026-06-01 20:00:00,v1
U000317,EXP_FINISH_PAGE_001,control,2026-06-14 11:00:00,v1
U000318,EXP_FINISH_PAGE_001,control,2026-06-14 21:00:00,v1
U000319,EXP_FINISH_PAGE_001,control,2026-06-22 19:00:00,v1
U000320,EXP_FINISH_PAGE_001,treatment,2026-05-26 13:00:00,v1
U000321,EXP_FINISH_PAGE_001,control,2026-05-24 15:00:00,v1
U000322,EXP_FINISH_PAGE_001,treatment,2026-05-24 12:00:00,v1
U000323,EXP_FINISH_PAGE_001,treatment,2026-06-26 10:00:00,v1
U000324,EXP_FINISH_PAGE_001,control,2026-06-16 13:00:00,v1
U000325,EXP_FINISH_PAGE_001,treatment,2026-05-15 19:00:00,v1
U000326,EXP_FINISH_PAGE_001,treatment,2026-05-27 21:00:00,v1
U000327,EXP_FINISH_PAGE_001,treatment,2026-05-17 21:00:00,v1
U000328,EXP_FINISH_PAGE_001,treatment,2026-06-23 20:00:00,v1
U000329,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000330,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000331,EXP_FINISH_PAGE_001,control,2026-06-05 14:00:00,v1
U000332,EXP_FINISH_PAGE_001,treatment,2026-06-27 11:00:00,v1
U000333,EXP_FINISH_PAGE_001,treatment,2026-06-14 12:00:00,v1
U000334,EXP_FINISH_PAGE_001,control,2026-05-25 10:00:00,v1
U000335,EXP_FINISH_PAGE_001,treatment,2026-05-23 17:00:00,v1
U000336,EXP_FINISH_PAGE_001,control,2026-06-05 16:00:00,v1
U000337,EXP_FINISH_PAGE_001,control,2026-05-22 10:00:00,v1
U000338,EXP_FINISH_PAGE_001,control,2026-05-24 14:00:00,v1
U000339,EXP_FINISH_PAGE_001,control,2026-05-26 10:00:00,v1
U000340,EXP_FINISH_PAGE_001,treatment,2026-06-15 20:00:00,v1
U000341,EXP_FINISH_PAGE_001,control,2026-05-15 13:00:00,v1
U000342,EXP_FINISH_PAGE_001,treatment,2026-05-27 14:00:00,v1
U000343,EXP_FINISH_PAGE_001,control,2026-06-14 11:00:00,v1
U000344,EXP_FINISH_PAGE_001,control,2026-05-28 12:00:00,v1
U000345,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000346,EXP_FINISH_PAGE_001,control,2026-06-24 09:00:00,v1
U000347,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000348,EXP_FINISH_PAGE_001,control,2026-05-16 09:00:00,v1
U000349,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U000350,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000351,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U000352,EXP_FINISH_PAGE_001,treatment,2026-06-02 14:00:00,v1
U000353,EXP_FINISH_PAGE_001,treatment,2026-05-24 15:00:00,v1
U000354,EXP_FINISH_PAGE_001,control,2026-05-24 11:00:00,v1
U000355,EXP_FINISH_PAGE_001,treatment,2026-06-27 09:00:00,v1
U000356,EXP_FINISH_PAGE_001,treatment,2026-06-05 11:00:00,v1
U000357,EXP_FINISH_PAGE_001,control,2026-06-26 09:00:00,v1
U000358,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
