user_id,register_date,first_visit_date,channel,device,region,user_type,is_paid
U000039,2026-06-20 00:00:00,2026-06-20 00:00:00,referral,iOS,二线城市,free,0
U000040,2026-06-02 00:00:00,2026-06-02 00:00:00,short_video_ads,Web,二线城市,free,0
U000041,2026-06-01 00:00:00,2026-06-01 00:00:00,kol,Android,海外,free,0
U000042,2026-06-27 00:00:00,2026-06-27 00:00:00,search_ads,Web,一线城市,free,0
U000043,2026-05-26 00:00:00,2026-05-26 00:00:00,organic,Web,新一线城市,free,0
U000044,2026-05-30 00:00:00,2026-05-29 00:00:00,organic,Android,二线城市,free,0
U000045,2026-06-25 00:00:00,2026-06-25 00:00:00,organic,Web,一线城市,free,0
U000046,2026-06-12 00:00:00,2026-06-12 00:00:00,referral,Android,一线城市,free,0
U000047,2026-06-27 00:00:00,2026-06-27 00:00:00,kol,Android,二线城市,free,0
U000048,2026-06-26 00:00:00,2026-06-26 00:00:00,short_video_ads,Web,二线城市,free,0
U000049,2026-05-19 00:00:00,2026-05-19 00:00:00,app_store,Web,一线城市,free,0
U000050,2026-05-12 00:00:00,2026-05-12 00:00:00,short_video_ads,Android,新一线城市,free,0
U000051,2026-05-10 00:00:00,2026-05-08 00:00:00,referral,Android,一线城市,free,0
U000052,2026-06-03 00:00:00,2026-06-03 00:00:00,short_video_ads,iOS,新一线城市,free,0
U000053,2026-05-16 00:00:00,2026-05-16 00:00:00,referral,Android,二线城市,free,0
U000054,2026-05-17 00:00:00,2026-05-17 00:00:00,app_store,iOS,二线城市,free,0
U000055,2026-05-26 00:00:00,2026-05-26 00:00:00,short_video_ads,iOS,海外,free,0
U000056,2026-05-31 00:00:00,2026-05-31 00:00:00,search_ads,iOS,一线城市,free,0
U000057,2026-06-21 00:00:00,2026-06-21 00:00:00,search_ads,Android,一线城市,free,0
U000058,2026-05-02 00:00:00,2026-05-02 00:00:00,short_video_ads,Android,二线城市,free,0
U000059,2026-05-04 00:00:00,2026-05-04 00:00:00,app_store,Android,二线城市,free,0
U000060,2026-05-20 00:00:00,2026-05-20 00:00:00,kol,Web,新一线城市,free,0
U000061,2026-06-06 00:00:00,2026-06-06 00:00:00,short_video_ads,Web,一线城市,free,0
U000062,2026-06-25 00:00:00,2026-06-25 00:00:00,short_video_ads,Web,一线城市,free,0
U000063,2026-06-27 00:00:00,2026-06-27 00:00:00,referral,iOS,海外,free,0
U000064,2026-06-09 00:00:00,2026-06-09 00:00:00,organic,Android,一线城市,free,0
U000065,2026-06-07 00:00:00,2026-06-07 00:00:00,app_store,Web,一线城市,payer,1
U000066,2026-05-29 00:00:00,2026-05-29 00:00:00,organic,Web,二线城市,free,0
U000067,2026-06-17 00:00:00,2026-06-17 00:00:00,app_store,Android,新一线城市,free,0
U000068,2026-05-26 00:00:00,2026-05-26 00:00:00,referral,iOS,一线城市,free,0
U000069,2026-05-28 00:00:00,2026-05-27 00:00:00,short_video_ads,iOS,海外,free,0
U000070,2026-06-06 00:00:00,2026-06-04 00:00:00,search_ads,Web,一线城市,free,0
U000071,2026-06-20 00:00:00,2026-06-20 00:00:00,kol,iOS,海外,free,0
U000072,2026-05-27 00:00:00,2026-05-27 00:00:00,referral,Web,新一线城市,free,0
U000073,2026-06-18 00:00:00,2026-06-18 00:00:00,search_ads,Web,一线城市,payer,1
U000074,2026-05-29 00:00:00,2026-05-29 00:00:00,kol,Web,海外,free,0
U000075,2026-06-20 00:00:00,2026-06-20 00:00:00,referral,iOS,二线城市,free,0
U000076,2026-05-16 00:00:00,2026-05-15 00:00:00,app_store,iOS,二线城市,free,0
U000077,2026-06-25 00:00:00,2026-06-25 00:00:00,search_ads,Android,海外,free,0
U000078,2026-05-04 00:00:00,2026-05-04 00:00:00,app_store,Android,一线城市,free,0
U000079,2026-06-19 00:00:00,2026-06-19 00:00:00,organic,Android,新一线城市,payer,1
U000080,2026-05-25 00:00:00,2026-05-25 00:00:00,app_store,Web,一线城市,payer,1
U000081,2026-05-08 00:00:00,2026-05-08 00:00:00,app_store,iOS,二线城市,free,0
U000082,2026-06-13 00:00:00,2026-06-13 00:00:00,search_ads,iOS,一线城市,free,0
U000083,2026-06-27 00:00:00,2026-06-27 00:00:00,app_store,Web,新一线城市,free,0
U000084,2026-05-19 00:00:00,2026-05-19 00:00:00,short_video_ads,Android,新一线城市,free,0
U000085,2026-05-27 00:00:00,2026-05-27 00:00:00,organic,Web,海外,free,0
U000086,2026-06-23 00:00:00,2026-06-23 00:00:00,app_store,iOS,新一线城市,free,0
U000087,2026-06-02 00:00:00,2026-06-02 00:00:00,organic,Web,新一线城市,free,0
U000088,2026-06-24 00:00:00,2026-06-24 00:00:00,kol,iOS,二线城市,free,0
U000089,2026-06-25 00:00:00,2026-06-25 00:00:00,short_video_ads,Android,二线城市,free,0
U000090,2026-06-11 00:00:00,2026-06-11 00:00:00,search_ads,Android,新一线城市,free,0
U000091,2026-06-21 00:00:00,2026-06-21 00:00:00,kol,Android,新一线城市,free,0
U000092,2026-05-20 00:00:00,2026-05-20 00:00:00,organic,Web,一线城市,free,0
U000093,2026-06-26 00:00:00,2026-06-26 00:00:00,organic,iOS,一线城市,free,0
U000094,2026-05-01 00:00:00,2026-05-01 00:00:00,referral,Android,海外,payer,1
U000095,2026-06-03 00:00:00,2026-06-03 00:00:00,search_ads,Android,二线城市,free,0
U000096,2026-06-22 00:00:00,2026-06-22 00:00:00,search_ads,iOS,新一线城市,free,0
U000097,2026-06-06 00:00:00,2026-06-06 00:00:00,kol,Android,新一线城市,free,0
U000098,2026-05-04 00:00:00,2026-05-04 00:00:00,short_video_ads,Android,海外,free,0
U000099,2026-05-15 00:00:00,2026-05-15 00:00:00,organic,iOS,新一线城市,payer,1
U000100,2026-05-03 00:00:00,2026-05-03 00:00:00,search_ads,Android,海外,free,0
U000101,2026-05-06 00:00:00,2026-05-06 00:00:00,organic,Web,新一线城市,payer,1
U000102,2026-05-17 00:00:00,2026-05-17 00:00:00,kol,iOS,海外,free,0
U000103,2026-06-19 00:00:00,2026-06-19 00:00:00,app_store,iOS,二线城市,free,0
U000104,2026-06-06 00:00:00,2026-06-06 00:00:00,search_ads,iOS,新一线城市,free,0
U000105,2026-06-08 00:00:00,2026-06-08 00:00:00,app_store,Web,二线城市,free,0
U000106,2026-06-03 00:00:00,2026-06-03 00:00:00,app_store,Android,新一线城市,free,0
U000107,2026-06-15 00:00:00,2026-06-15 00:00:00,kol,iOS,新一线城市,free,0
U000108,2026-05-03 00:00:00,2026-05-03 00:00:00,short_video_ads,iOS,一线城市,free,0
U000109,2026-05-15 00:00:00,2026-05-14 00:00:00,short_video_ads,Android,新一线城市,free,0
U000110,2026-06-24 00:00:00,2026-06-24 00:00:00,kol,iOS,一线城市,free,0
U000111,2026-05-13 00:00:00,2026-05-13 00:00:00,short_video_ads,iOS,一线城市,free,0
U000112,2026-06-14 00:00:00,2026-06-14 00:00:00,organic,Android,新一线城市,payer,1
U000113,2026-06-20 00:00:00,2026-06-20 00:00:00,kol,Android,新一线城市,free,0
U000114,2026-05-31 00:00:00,2026-05-31 00:00:00,organic,Web,一线城市,free,0
U000115,2026-05-27 00:00:00,2026-05-27 00:00:00,search_ads,Web,一线城市,payer,1
U000116,2026-05-15 00:00:00,2026-05-15 00:00:00,app_store,Web,一线城市,free,0
U000117,2026-05-29 00:00:00,2026-05-29 00:00:00,short_video_ads,iOS,新一线城市,free,0
U000118,2026-05-10 00:00:00,2026-05-10 00:00:00,short_video_ads,Web,海外,free,0
U000119,2026-05-27 00:00:00,2026-05-27 00:00:00,organic,Android,一线城市,free,0
U000120,2026-05-20 00:00:00,2026-05-20 00:00:00,kol,Android,一线城市,free,0
U000121,2026-06-02 00:00:00,2026-06-02 00:00:00,app_store,Android,一线城市,free,0
U000122,2026-06-20 00:00:00,2026-06-20 00:00:00,kol,iOS,一线城市,free,0
U000123,2026-06-23 00:00:00,2026-06-23 00:00:00,app_store,Android,二线城市,free,0
U000124,2026-05-23 00:00:00,2026-05-23 00:00:00,referral,Web,新一线城市,free,0
U000125,2026-05-30 00:00:00,2026-05-30 00:00:00,organic,Android,二线城市,free,0
U000126,2026-05-07 00:00:00,2026-05-07 00:00:00,organic,iOS,新一线城市,free,0
U000127,2026-06-07 00:00:00,2026-06-07 00:00:00,kol,iOS,二线城市,free,0
U000128,2026-05-13 00:00:00,2026-05-13 00:00:00,kol,Web,二线城市,payer,1
U000129,2026-06-19 00:00:00,2026-06-19 00:00:00,organic,Android,一线城市,free,0
U000130,2026-06-06 00:00:00,2026-06-06 00:00:00,organic,Android,新一线城市,free,0
U000131,2026-05-04 00:00:00,2026-05-04 00:00:00,search_ads,Android,二线城市,free,0
U000132,2026-06-21 00:00:00,2026-06-21 00:00:00,kol,Web,新一线城市,free,0
U000133,2026-05-15 00:00:00,2026-05-15 00:00:00,short_video_ads,Android,一线城市,payer,1
U000134,2026-05-12 00:00:00,2026-05-12 00:00:00,referral,iOS,二线城市,free,0
U000135,2026-06-26 00:00:00,2026-06-26 00:00:00,app_store,iOS,海外,free,0
U000136,2026-05-26 00:00:00,2026-05-26 00:00:00,organic,iOS,二线城市,free,0
U000137,2026-06-18 00:00:00,2026-06-18 00:00:00,organic,Web,二线城市,free,0
U000138,2026-05-13 00:00:00,2026-05-13 00:00:00,kol,Web,二线城市,free,0
U000139,2026-06-01 00:00:00,2026-06-01 00:00:00,short_video_ads,Android,新一线城市,free,0
U000140,2026-06-03 00:00:00,2026-06-02 00:00:00,app_store,iOS,一线城市,payer,1
U000141,2026-05-28 00:00:00,2026-05-28 00:00:00,app_store,Android,一线城市,free,0
U000142,2026-05-14 00:00:00,2026-05-13 00:00:00,kol,Android,二线城市,free,0
U000143,2026-05-07 00:00:00,2026-05-07 00:00:00,app_store,Android,新一线城市,free,0
U000144,2026-05-03 00:00:00,2026-05-03 00:00:00,referral,Android,海外,free,0
U000145,2026-05-04 00:00:00,2026-05-03 00:00:00,search_ads,iOS,海外,free,0
U000146,2026-05-26 00:00:00,2026-05-26 00:00:00,kol,Android,二线城市,free,0
U000147,2026-06-17 00:00:00,2026-06-17 00:00:00,kol,Android,海外,free,0
U000148,2026-06-25 00:00:00,2026-06-25 00:00:00,short_video_ads,iOS,新一线城市,free,0
U000149,2026-06-06 00:00:00,2026-06-06 00:00:00,short_video_ads,iOS,二线城市,free,0
U000150,2026-05-10 00:00:00,2026-05-10 00:00:00,short_video_ads,iOS,海外,payer,1
U000151,2026-06-04 00:00:00,2026-06-04 00:00:00,app_store,Android,一线城市,free,0
U000152,2026-06-09 00:00:00,2026-06-09 00:00:00,search_ads,Android,海外,free,0
U000153,2026-05-08 00:00:00,2026-05-08 00:00:00,app_store,iOS,一线城市,free,0
U000154,2026-06-09 00:00:00,2026-06-09 00:00:00,referral,Web,海外,free,0
U000155,2026-05-27 00:00:00,2026-05-27 00:00:00,organic,Android,新一线城市,free,0
U000156,2026-05-20 00:00:00,2026-05-20 00:00:00,app_store,Android,一线城市,free,0
U000157,2026-05-01 00:00:00,2026-05-01 00:00:00,app_store,iOS,海外,free,0
U000158,2026-05-01 00:00:00,2026-05-01 00:00:00,kol,iOS,海外,free,0
U000159,2026-05-18 00:00:00,2026-05-18 00:00:00,app_store,Android,新一线城市,free,0
U000160,2026-05-23 00:00:00,2026-05-23 00:00:00,short_video_ads,Web,二线城市,free,0
U000161,2026-05-02 00:00:00,2026-05-02 00:00:00,short_video_ads,iOS,海外,payer,1
U000162,2026-05-07 00:00:00,2026-05-07 00:00:00,kol,iOS,二线城市,free,0
U000163,2026-06-29 00:00:00,2026-06-29 00:00:00,referral,Android,二线城市,free,0
U000164,2026-05-03 00:00:00,2026-05-03 00:00:00,short_video_ads,Web,一线城市,free,0
U000165,2026-05-31 00:00:00,2026-05-31 00:00:00,app_store,iOS,一线城市,free,0
U000166,2026-05-04 00:00:00,2026-05-04 00:00:00,organic,Android,新一线城市,free,0
U000167,2026-05-17 00:00:00,2026-05-17 00:00:00,app_store,Web,二线城市,free,0
U000168,2026-05-02 00:00:00,2026-05-02 00:00:00,short_video_ads,Android,一线城市,free,0
U000169,2026-06-05 00:00:00,2026-06-05 00:00:00,kol,Web,海外,free,0
U000170,2026-06-11 00:00:00,2026-06-11 00:00:00,kol,Web,一线城市,free,0
U000171,2026-05-29 00:00:00,2026-05-29 00:00:00,search_ads,iOS,一线城市,free,0
U000172,2026-06-12 00:00:00,2026-06-12 00:00:00,short_video_ads,iOS,一线城市,payer,1
U000173,2026-05-12 00:00:00,2026-05-12 00:00:00,short_video_ads,iOS,一线城市,free,0
U000174,2026-05-20 00:00:00,2026-05-20 00:00:00,organic,Android,新一线城市,free,0
U000175,2026-05-12 00:00:00,2026-05-12 00:00:00,app_store,Android,新一线城市,payer,1
U000176,2026-06-25 00:00:00,2026-06-25 00:00:00,organic,Android,新一线城市,free,0
U000177,2026-05-02 00:00:00,2026-05-02 00:00:00,search_ads,Android,一线城市,free,0
U000178,2026-06-04 00:00:00,2026-06-04 00:00:00,app_store,Android,新一线城市,free,0
U000179,2026-05-06 00:00:00,2026-05-06 00:00:00,referral,Web,一线城市,free,0
U000180,2026-06-03 00:00:00,2026-06-02 00:00:00,short_video_ads,Android,新一线城市,payer,1
U000181,2026-06-17 00:00:00,2026-06-17 00:00:00,short_video_ads,Android,海外,free,0
U000182,2026-06-11 00:00:00,2026-06-11 00:00:00,organic,iOS,新一线城市,payer,1
U000183,2026-06-27 00:00:00,2026-06-27 00:00:00,organic,iOS,一线城市,free,0
U000184,2026-05-30 00:00:00,2026-05-30 00:00:00,kol,Android,二线城市,free,0
U000185,2026-06-16 00:00:00,2026-06-16 00:00:00,referral,Android,二线城市,free,0
U000186,2026-05-25 00:00:00,2026-05-25 00:00:00,search_ads,Android,一线城市,free,0
U000187,2026-06-10 00:00:00,2026-06-10 00:00:00,short_video_ads,iOS,二线城市,free,0
U000188,2026-06-28 00:00:00,2026-06-28 00:00:00,short_video_ads,iOS,一线城市,free,0
U000189,2026-05-23 00:00:00,2026-05-23 00:00:00,kol,iOS,二线城市,free,0
U000190,2026-05-08 00:00:00,2026-05-08 00:00:00,organic,Android,一线城市,free,0
U000191,2026-06-12 00:00:00,2026-06-12 00:00:00,referral,iOS,海外,payer,1
U000192,2026-06-20 00:00:00,2026-06-20 00:00:00,short_video_ads,Android,一线城市,free,0
U000193,2026-06-06 00:00:00,2026-06-06 00:00:00,organic,iOS,一线城市,free,0
U000194,2026-06-12 00:00:00,2026-06-12 00:00:00,short_video_ads,iOS,二线城市,free,0
U000195,2026-05-12 00:00:00,2026-05-12 00:00:00,kol,iOS,一线城市,free,0
U000196,2026-06-05 00:00:00,2026-06-05 00:00:00,app_store,iOS,海外,free,0
U000197,2026-06-19 00:00:00,2026-06-19 00:00:00,search_ads,iOS,海外,free,0
U000198,2026-06-21 00:00:00,2026-06-21 00:00:00,organic,iOS,海外,free,0
U000199,2026-06-27 00:00:00,2026-06-26 00:00:00,short_video_ads,iOS,一线城市,free,0
U000200,2026-05-22 00:00:00,2026-05-22 00:00:00,short_video_ads,Web,二线城市,payer,1
U000201,2026-05-20 00:00:00,2026-05-20 00:00:00,organic,Android,二线城市,free,0
U000202,2026-05-30 00:00:00,2026-05-30 00:00:00,organic,iOS,一线城市,free,0
U000203,2026-06-04 00:00:00,2026-06-04 00:00:00,search_ads,iOS,新一线城市,free,0
U000204,2026-05-30 00:00:00,2026-05-30 00:00:00,app_store,Android,一线城市,payer,1
U000205,2026-06-06 00:00:00,2026-06-06 00:00:00,kol,Android,一线城市,free,0
U000206,2026-06-05 00:00:00,2026-06-05 00:00:00,referral,iOS,一线城市,free,0
U000207,2026-05-19 00:00:00,2026-05-19 00:00:00,search_ads,Android,一线城市,free,0
U000208,2026-05-07 00:00:00,2026-05-07 00:00:00,organic,Android,二线城市,free,0
U000209,2026-06-29 00:00:00,2026-06-27 00:00:00,organic,Web,一线城市,free,0
U000210,2026-05-29 00:00:00,2026-05-29 00:00:00,kol,Android,海外,free,0
U000211,2026-06-22 00:00:00,2026-06-22 00:00:00,app_store,Android,新一线城市,free,0
U000212,2026-06-12 00:00:00,2026-06-12 00:00:00,app_store,iOS,二线城市,free,0
U000213,2026-06-16 00:00:00,2026-06-16 00:00:00,organic,Android,二线城市,payer,1
U000214,2026-05-01 00:00:00,2026-05-01 00:00:00,kol,Android,二线城市,free,0
U000215,2026-05-15 00:00:00,2026-05-15 00:00:00,app_store,Android,一线城市,free,0
U000216,2026-05-01 00:00:00,2026-05-01 00:00:00,organic,iOS,一线城市,free,0
U000217,2026-06-24 00:00:00,2026-06-24 00:00:00,short_video_ads,Web,新一线城市,free,0
U000218,2026-05-20 00:00:00,2026-05-20 00:00:00,referral,Web,一线城市,free,0
U000219,2026-05-22 00:00:00,2026-05-22 00:00:00,referral,iOS,海外,free,0
U000220,2026-06-20 00:00:00,2026-06-20 00:00:00,referral,Android,一线城市,free,0
U000221,2026-05-11 00:00:00,2026-05-11 00:00:00,referral,Android,新一线城市,free,0
U000222,2026-05-27 00:00:00,2026-05-27 00:00:00,search_ads,Android,一线城市,payer,1
U000223,2026-05-03 00:00:00,2026-05-03 00:00:00,organic,iOS,二线城市,free,0
U000224,2026-06-14 00:00:00,2026-06-14 00:00:00,short_video_ads,Android,海外,free,0
U000225,2026-06-19 00:00:00,2026-06-19 00:00:00,app_store,iOS,二线城市,free,0
U000226,2026-05-21 00:00:00,2026-05-19 00:00:00,short_video_ads,iOS,新一线城市,free,0
U000227,2026-05-24 00:00:00,2026-05-24 00:00:00,referral,Android,一线城市,free,0
U000228,2026-05-08 00:00:00,2026-05-08 00:00:00,search_ads,Android,新一线城市,free,0
U000229,2026-06-14 00:00:00,2026-06-13 00:00:00,search_ads,Android,海外,free,0
U000230,2026-05-11 00:00:00,2026-05-11 00:00:00,organic,Web,一线城市,free,0
U000231,2026-06-03 00:00:00,2026-06-03 00:00:00,short_video_ads,iOS,二线城市,payer,1
U000232,2026-06-14 00:00:00,2026-06-14 00:00:00,organic,iOS,一线城市,free,0
U000233,2026-06-10 00:00:00,2026-06-10 00:00:00,organic,iOS,一线城市,free,0
U000234,2026-06-16 00:00:00,2026-06-16 00:00:00,search_ads,Android,海外,free,0
U000235,2026-05-31 00:00:00,2026-05-31 00:00:00,search_ads,iOS,新一线城市,payer,1
U000236,2026-06-24 00:00:00,2026-06-24 00:00:00,referral,iOS,海外,free,0
U000237,2026-06-14 00:00:00,2026-06-13 00:00:00,referral,Android,新一线城市,free,0
U000238,2026-06-28 00:00:00,2026-06-28 00:00:00,organic,iOS,新一线城市,free,0
U000239,2026-05-05 00:00:00,2026-05-05 00:00:00,organic,Android,新一线城市,free,0
U000240,2026-06-26 00:00:00,2026-06-26 00:00:00,search_ads,iOS,二线城市,payer,1
U000241,2026-05-13 00:00:00,2026-05-13 00:00:00,app_store,Android,一线城市,free,0
U000242,2026-05-03 00:00:00,2026-05-03 00:00:00,short_video_ads,iOS,新一线城市,free,0
U000243,2026-06-07 00:00:00,2026-06-06 00:00:00,short_video_ads,iOS,新一线城市,free,0
U000244,2026-05-09 00:00:00,2026-05-09 00:00:00,short_video_ads,Web,新一线城市,free,0
U000245,2026-05-26 00:00:00,2026-05-26 00:00:00,kol,Web,一线城市,free,0
U000246,2026-06-07 00:00:00,2026-06-07 00:00:00,organic,iOS,二线城市,free,0
U000247,2026-05-02 00:00:00,2026-05-02 00:00:00,app_store,iOS,一线城市,payer,1
U000248,2026-05-22 00:00:00,2026-05-22 00:00:00,referral,iOS,新一线城市,payer,1
U000249,2026-05-27 00:00:00,2026-05-27 00:00:00,kol,iOS,海外,free,0
U000250,2026-05-12 00:00:00,2026-05-12 00:00:00,organic,Android,新一线城市,free,0
U000251,2026-05-10 00:00:00,2026-05-10 00:00:00,kol,iOS,海外,payer,1
U000252,2026-05-18 00:00:00,2026-05-18 00:00:00,kol,Android,一线城市,free,0
U000253,2026-05-15 00:00:00,2026-05-14 00:00:00,kol,Android,海外,free,0
U000254,2026-05-05 00:00:00,2026-05-05 00:00:00,organic,Android,新一线城市,payer,1
U000255,2026-05-02 00:00:00,2026-05-02 00:00:00,app_store,Web,一线城市,free,0
U000256,2026-06-13 00:00:00,2026-06-13 00:00:00,short_video_ads,iOS,二线城市,free,0
U000257,2026-05-25 00:00:00,2026-05-25 00:00:00,organic,iOS,海外,free,0
U000258,2026-06-11 00:00:00,2026-06-11 00:00:00,organic,Web,新一线城市,payer,1
U000259,2026-06-03 00:00:00,2026-06-03 00:00:00,short_video_ads,Web,新一线城市,free,0
U000260,2026-05-09 00:00:00,2026-05-09 00:00:00,short_video_ads,Web,一线城市,free,0
U000261,2026-06-26 00:00:00,2026-06-26 00:00:00,short_video_ads,Android,一线城市,free,0
U000262,2026-06-23 00:00:00,2026-06-23 00:00:00,short_video_ads,Android,二线城市,payer,1
U000263,2026-05-07 00:00:00,2026-05-07 00:00:00,app_store,Android,新一线城市,free,0
U000264,2026-05-09 00:00:00,2026-05-09 00:00:00,short_video_ads,Android,一线城市,free,0
U000265,2026-06-13 00:00:00,2026-06-13 00:00:00,organic,Android,新一线城市,free,0
U000266,2026-06-14 00:00:00,2026-06-14 00:00:00,search_ads,Android,新一线城市,free,0
U000267,2026-05-17 00:00:00,2026-05-17 00:00:00,organic,Web,新一线城市,free,0
U000268,2026-06-13 00:00:00,2026-06-13 00:00:00,search_ads,Android,新一线城市,payer,1
U000269,2026-05-15 00:00:00,2026-05-15 00:00:00,kol,Android,二线城市,free,0
U000270,2026-05-22 00:00:00,2026-05-22 00:00:00,app_store,Web,新一线城市,free,0
U000271,2026-05-02 00:00:00,2026-05-02 00:00:00,kol,iOS,二线城市,free,0
U000272,2026-06-09 00:00:00,2026-06-09 00:00:00,app_store,iOS,二线城市,free,0
U000273,2026-05-13 00:00:00,2026-05-13 00:00:00,short_video_ads,Web,新一线城市,free,0
U000274,2026-05-17 00:00:00,2026-05-17 00:00:00,organic,Android,二线城市,free,0
U000275,2026-05-27 00:00:00,2026-05-27 00:00:00,search_ads,Android,新一线城市,payer,1
U000276,2026-05-04 00:00:00,2026-05-04 00:00:00,app_store,Android,新一线城市,payer,1
U000277,2026-06-10 00:00:00,2026-06-10 00:00:00,referral,iOS,二线城市,free,0
U000278,2026-06-19 00:00:00,2026-06-19 00:00:00,organic,iOS,一线城市,free,0
U000279,2026-06-13 00:00:00,2026-06-13 00:00:00,app_store,iOS,新一线城市,free,0
U000280,2026-06-28 00:00:00,2026-06-28 00:00:00,kol,Android,新一线城市,free,0
U000281,2026-05-02 00:00:00,2026-05-02 00:00:00,search_ads,iOS,一线城市,free,0
U000282,2026-05-15 00:00:00,2026-05-15 00:00:00,organic,Android,新一线城市,free,0
U000283,2026-06-28 00:00:00,2026-06-28 00:00:00,organic,Web,一线城市,free,0
U000284,2026-05-16 00:00:00,2026-05-16 00:00:00,short_video_ads,iOS,海外,free,0
U000285,2026-06-23 00:00:00,2026-06-23 00:00:00,referral,Web,新一线城市,free,0
U000286,2026-06-22 00:00:00,2026-06-22 00:00:00,kol,Android,新一线城市,free,0
U000287,2026-05-17 00:00:00,2026-05-17 00:00:00,organic,iOS,一线城市,free,0
U000288,2026-05-19 00:00:00,2026-05-19 00:00:00,organic,iOS,海外,free,0
U000289,2026-06-18 00:00:00,2026-06-18 00:00:00,organic,Android,一线城市,free,0
U000290,2026-05-31 00:00:00,2026-05-31 00:00:00,short_video_ads,Android,一线城市,payer,1
U000291,2026-06-11 00:00:00,2026-06-11 00:00:00,search_ads,Web,一线城市,free,0
U000292,2026-05-03 00:00:00,2026-05-03 00:00:00,organic,iOS,新一线城市,free,0
U000293,2026-05-22 00:00:00,2026-05-22 00:00:00,search_ads,Web,二线城市,free,0
U000294,2026-06-10 00:00:00,2026-06-10 00:00:00,kol,iOS,新一线城市,free,0
U000295,2026-06-20 00:00:00,2026-06-20 00:00:00,organic,Android,一线城市,free,0
U000296,2026-05-24 00:00:00,2026-05-24 00:00:00,organic,Android,海外,free,0
U000297,2026-05-26 00:00:00,2026-05-26 00:00:00,organic,Android,新一线城市,free,0
